Date,Temperature,Fan,Fan(Units),Refrigerator,Fridge(Units),AirConditioner,AC(Units),Bulb,Bulb(Units),Television,TV(Units),Monitor,Monitor(Units),MotorPump,Motor(Units),Month,Units,Extra,TariffRate,ElectricityBill
2019-03-23,31.6,4.38,0.328,9.84,1.475,1.87,2.24,4.43,0.066,4.02,0.402,1.08,0.086,0.49,0.364,3,4.962,0.0,6.64,32.95
2019-03-24,31.2,9.03,0.677,11.22,1.683,1.91,2.294,5.73,0.086,3.63,0.363,1.2,0.096,0.39,0.289,3,5.488,0.0,6.64,36.44
2019-03-25,32.5,8.46,0.634,10.95,1.643,1.76,2.113,2.27,0.034,1.74,0.174,5.76,0.461,0.38,0.282,3,5.341,0.0,6.64,35.46
2019-03-26,33.9,7.23,0.542,9.08,1.361,1.68,2.021,5.58,0.084,2.33,0.233,5.36,0.429,0.34,0.252,3,4.923,0.0,6.64,32.69
2019-03-27,32.9,7.78,0.584,8.99,1.349,1.85,2.223,3.71,0.056,1.89,0.189,4.95,0.396,0.48,0.361,3,5.157,0.0,6.64,34.24
2019-03-28,31.5,4.38,0.329,11.3,1.695,1.65,1.975,3.78,0.057,1.04,0.104,3.9,0.312,0.35,0.263,3,4.735,0.0,6.64,31.44
2019-03-29,30.7,4.34,0.325,9.96,1.495,1.96,2.356,2.42,0.036,2.53,0.253,4.23,0.338,0.4,0.297,3,5.101,0.0,6.64,33.87
2019-03-30,28.0,3.04,0.228,8.64,1.296,0.66,0.793,2.28,0.034,2.56,0.256,1.66,0.133,0.37,0.28,3,3.019,0.0,6.64,20.05
2019-03-31,31.6,8.88,0.666,10.74,1.611,1.56,1.866,3.16,0.047,2.93,0.293,1.25,0.1,0.35,0.266,3,4.85,0.0,6.64,32.2
2019-04-01,31.0,7.21,0.541,9.43,1.414,1.68,2.012,5.31,0.08,2.58,0.258,3.92,0.314,0.47,0.356,4,4.974,0.0,6.74,33.52
2019-04-02,33.0,9.72,0.729,9.31,1.396,1.68,2.013,4.02,0.06,2.88,0.288,5.63,0.45,0.23,0.173,4,5.109,0.0,6.74,34.43
2019-04-03,35.1,6.36,0.477,10.21,1.532,1.75,2.102,2.78,0.042,2.72,0.272,5.03,0.402,0.45,0.339,4,5.165,0.0,6.74,34.81
2019-04-04,33.3,9.15,0.686,10.99,1.649,1.72,2.064,4.44,0.067,1.32,0.132,5.02,0.402,0.25,0.19,4,5.19,0.0,6.74,34.98
2019-04-05,34.2,8.16,0.612,8.92,1.338,1.56,1.871,2.66,0.04,1.0,0.1,5.16,0.412,0.42,0.315,4,4.688,0.0,6.74,31.6
2019-04-06,30.7,7.09,0.532,8.65,1.297,1.54,1.85,2.08,0.031,2.5,0.25,1.89,0.151,0.27,0.204,4,4.315,0.0,6.74,29.08
2019-04-07,33.0,6.13,0.459,8.42,1.263,1.61,1.933,4.08,0.061,3.82,0.382,1.25,0.1,0.22,0.163,4,4.362,0.0,6.74,29.4
2019-04-08,32.7,6.35,0.476,8.94,1.341,1.61,1.932,5.84,0.088,2.23,0.223,4.67,0.374,0.32,0.244,4,4.676,0.0,6.74,31.52
2019-04-09,29.5,6.57,0.493,10.16,1.525,1.2,1.436,4.81,0.072,1.34,0.134,4.5,0.36,0.32,0.243,4,4.262,0.0,6.74,28.73
2019-04-10,34.0,9.22,0.692,10.53,1.579,1.77,2.12,2.46,0.037,2.21,0.221,3.35,0.268,0.3,0.226,4,5.142,0.0,6.74,34.66
2019-04-11,31.3,4.86,0.364,10.77,1.615,1.6,1.924,3.57,0.054,2.79,0.279,3.61,0.289,0.35,0.264,4,4.789,0.0,6.74,32.28
2019-04-12,30.3,6.52,0.489,8.07,1.211,1.9,2.276,2.28,0.034,1.95,0.195,4.68,0.375,0.39,0.291,4,4.87,0.0,6.74,32.82
2019-04-13,29.9,8.13,0.61,9.01,1.352,0.51,0.612,4.89,0.073,3.61,0.361,1.84,0.147,0.45,0.335,4,3.49,0.0,6.74,23.52
2019-04-14,33.3,9.06,0.679,9.94,1.491,1.67,2.0,5.17,0.077,3.35,0.335,1.18,0.095,0.46,0.342,4,5.021,0.0,6.74,33.84
2019-04-15,31.6,9.3,0.697,9.87,1.48,1.54,1.845,3.55,0.053,2.61,0.261,5.71,0.456,0.26,0.196,4,4.989,0.0,6.74,33.63
2019-04-16,32.2,4.4,0.33,11.51,1.726,1.69,2.034,4.17,0.063,2.94,0.294,3.2,0.256,0.39,0.296,4,4.998,0.0,6.74,33.69
2019-04-17,31.5,4.44,0.333,9.5,1.425,1.9,2.282,3.73,0.056,2.99,0.299,4.68,0.374,0.3,0.222,4,4.993,0.0,6.74,33.65
2019-04-18,38.3,5.32,0.399,9.4,1.41,1.69,2.024,2.27,0.034,1.74,0.174,4.39,0.351,0.42,0.313,4,4.705,0.0,6.74,31.71
2019-04-19,31.6,7.94,0.596,10.84,1.625,1.5,1.805,2.87,0.043,2.32,0.232,4.45,0.356,0.2,0.151,4,4.809,0.0,6.74,32.41
2019-04-20,34.1,8.83,0.662,11.09,1.664,1.77,2.129,2.27,0.034,4.3,0.43,1.58,0.127,0.43,0.326,4,5.371,0.0,6.74,36.2
2019-04-21,33.2,8.51,0.638,11.21,1.682,1.76,2.111,2.56,0.038,4.01,0.401,1.62,0.13,0.42,0.317,4,5.317,0.0,6.74,35.84
2019-04-22,33.7,5.02,0.376,8.78,1.317,1.95,2.334,5.0,0.075,2.82,0.282,5.28,0.422,0.38,0.284,4,5.091,0.0,6.74,34.31
2019-04-23,33.2,7.92,0.594,11.56,1.733,1.79,2.147,4.53,0.068,1.31,0.131,4.42,0.354,0.41,0.311,4,5.339,0.0,6.74,35.98
2019-04-24,34.4,5.63,0.422,8.81,1.321,1.66,1.988,2.97,0.044,1.43,0.143,4.27,0.342,0.47,0.354,4,4.615,0.0,6.74,31.11
2019-04-25,31.2,7.04,0.528,8.75,1.313,1.54,1.846,4.78,0.072,1.77,0.177,5.47,0.437,0.4,0.298,4,4.671,0.0,6.74,31.48
2019-04-26,31.3,8.78,0.658,9.09,1.363,1.85,2.215,3.06,0.046,2.88,0.288,4.91,0.393,0.3,0.223,4,5.186,0.0,6.74,34.95
2019-04-27,35.9,5.62,0.421,8.76,1.315,1.85,2.217,2.87,0.043,3.79,0.379,1.26,0.101,0.4,0.299,4,4.774,0.0,6.74,32.18
2019-04-28,31.6,8.89,0.667,11.11,1.667,1.88,2.257,2.75,0.041,2.27,0.227,1.7,0.136,0.31,0.233,4,5.227,0.0,6.74,35.23
2019-04-29,31.6,6.59,0.495,8.12,1.219,1.63,1.956,2.13,0.032,2.76,0.276,3.73,0.298,0.37,0.275,4,4.551,0.0,6.74,30.67
2019-04-30,28.5,4.23,0.318,10.67,1.6,0.82,0.988,5.59,0.084,2.78,0.278,3.98,0.318,0.47,0.353,4,3.938,0.0,6.74,26.54
2019-05-01,30.5,9.98,0.748,11.3,1.695,1.92,2.307,3.0,0.045,2.15,0.215,3.2,0.256,0.23,0.171,5,5.438,0.0,7.28,39.59
2019-05-02,29.4,9.99,0.75,9.31,1.396,1.25,1.498,5.23,0.078,2.72,0.272,5.99,0.479,0.27,0.204,5,4.677,0.0,7.28,34.05
2019-05-03,31.4,4.24,0.318,9.64,1.447,1.57,1.878,2.09,0.031,1.72,0.172,5.35,0.428,0.37,0.277,5,4.552,0.0,7.28,33.14
2019-05-04,31.9,5.88,0.441,10.62,1.593,1.62,1.939,2.06,0.031,4.29,0.429,1.62,0.13,0.43,0.322,5,4.884,0.0,7.28,35.56
2019-05-05,30.5,4.23,0.318,11.35,1.702,1.81,2.172,4.25,0.064,3.87,0.387,1.86,0.149,0.38,0.282,5,5.074,0.0,7.28,36.94
2019-05-06,31.2,7.49,0.561,11.96,1.794,1.88,2.254,3.77,0.057,2.41,0.241,4.17,0.333,0.27,0.201,5,5.443,0.0,7.28,39.63
2019-05-07,33.7,7.58,0.569,11.71,1.757,1.96,2.357,3.37,0.051,2.06,0.206,3.63,0.291,0.5,0.374,5,5.604,0.0,7.28,40.8
2019-05-08,33.5,9.89,0.742,10.6,1.59,1.9,2.283,4.86,0.073,2.19,0.219,3.16,0.253,0.34,0.252,5,5.411,0.0,7.28,39.39
2019-05-09,32.0,8.05,0.604,10.71,1.607,1.69,2.024,5.77,0.087,1.33,0.133,4.5,0.36,0.41,0.305,5,5.12,0.0,7.28,37.27
2019-05-10,29.3,8.18,0.614,10.59,1.589,0.78,0.93,2.62,0.039,2.27,0.227,4.8,0.384,0.25,0.19,5,3.974,0.0,7.28,28.93
2019-05-11,29.5,8.23,0.617,9.82,1.473,1.17,1.401,5.35,0.08,2.51,0.251,1.02,0.082,0.43,0.325,5,4.23,0.0,7.28,30.79
2019-05-12,32.5,7.66,0.574,10.8,1.62,1.92,2.303,5.21,0.078,4.88,0.488,1.54,0.123,0.35,0.26,5,5.446,0.0,7.28,39.65
2019-05-13,35.6,6.41,0.481,8.61,1.292,1.79,2.144,3.11,0.047,2.84,0.284,4.75,0.38,0.38,0.283,5,4.911,0.0,7.28,35.75
2019-05-14,29.0,6.13,0.46,8.21,1.231,0.53,0.638,3.69,0.055,1.17,0.117,4.82,0.386,0.46,0.348,5,3.235,0.0,7.28,23.55
2019-05-15,34.9,9.3,0.697,10.64,1.595,1.61,1.927,5.45,0.082,2.77,0.277,3.59,0.287,0.42,0.316,5,5.182,0.0,7.28,37.72
2019-05-16,33.6,5.72,0.429,11.21,1.682,2.0,2.398,2.12,0.032,2.79,0.279,4.87,0.389,0.49,0.369,5,5.579,0.0,7.28,40.62
2019-05-17,32.5,6.79,0.509,11.39,1.708,1.53,1.837,3.34,0.05,1.13,0.113,5.93,0.474,0.45,0.334,5,5.027,0.0,7.28,36.6
2019-05-18,33.8,9.12,0.684,11.75,1.763,1.54,1.851,3.54,0.053,2.21,0.221,1.21,0.097,0.27,0.202,5,4.87,0.0,7.28,35.45
2019-05-19,33.0,6.81,0.511,9.07,1.361,1.55,1.861,2.67,0.04,2.44,0.244,1.97,0.158,0.43,0.321,5,4.496,0.0,7.28,32.73
2019-05-20,32.1,9.81,0.735,9.76,1.464,1.64,1.967,5.19,0.078,1.65,0.165,3.9,0.312,0.27,0.202,5,4.924,0.0,7.28,35.85
2019-05-21,31.3,4.78,0.358,9.03,1.354,1.68,2.013,4.7,0.07,1.13,0.113,3.63,0.291,0.44,0.332,5,4.531,0.0,7.28,32.99
2019-05-22,32.6,4.88,0.366,9.37,1.406,1.93,2.319,2.62,0.039,1.17,0.117,4.45,0.356,0.29,0.218,5,4.821,0.0,7.28,35.1
2019-05-23,32.9,7.38,0.554,11.22,1.682,1.57,1.882,4.32,0.065,2.01,0.201,3.43,0.275,0.39,0.29,5,4.949,0.0,7.28,36.03
2019-05-24,31.9,5.64,0.423,9.95,1.493,1.54,1.849,3.84,0.058,1.61,0.161,5.47,0.437,0.22,0.163,5,4.584,0.0,7.28,33.37
2019-05-25,31.7,6.51,0.488,9.83,1.475,1.86,2.235,4.3,0.064,4.0,0.4,1.78,0.142,0.46,0.344,5,5.149,0.0,7.28,37.48
2019-05-26,33.4,5.88,0.441,10.15,1.523,1.92,2.304,5.96,0.089,4.67,0.467,1.37,0.11,0.26,0.194,5,5.128,0.0,7.28,37.33
2019-05-27,33.4,6.94,0.52,10.97,1.645,1.75,2.096,3.93,0.059,2.68,0.268,4.08,0.327,0.46,0.343,5,5.258,0.0,7.28,38.28
2019-05-28,31.5,6.44,0.483,9.31,1.397,1.73,2.072,5.05,0.076,1.25,0.125,3.59,0.287,0.49,0.364,5,4.805,0.0,7.28,34.98
2019-05-29,31.0,5.05,0.379,10.27,1.541,1.79,2.148,3.96,0.059,2.29,0.229,3.69,0.295,0.37,0.274,5,4.925,0.0,7.28,35.85
2019-05-30,32.3,6.23,0.467,10.65,1.597,1.57,1.885,4.28,0.064,1.37,0.137,3.84,0.307,0.27,0.199,5,4.657,0.0,7.28,33.9
2019-05-31,29.7,5.1,0.382,11.3,1.695,0.79,0.943,5.71,0.086,2.94,0.294,4.71,0.377,0.24,0.182,5,3.959,0.0,7.28,28.82
2019-06-01,23.1,3.5,0.262,11.19,1.679,0.87,1.041,4.35,0.065,3.67,0.367,1.85,0.148,0.35,0.265,6,3.827,0.0,6.78,25.95
2019-06-02,24.6,2.7,0.203,10.69,1.604,0.72,0.865,2.87,0.043,4.62,0.462,1.25,0.1,0.23,0.173,6,3.449,0.0,6.78,23.38
2019-06-03,27.0,2.0,0.15,11.48,1.722,1.29,1.551,4.51,0.068,2.5,0.25,3.46,0.276,0.28,0.207,6,4.224,0.0,6.78,28.64
2019-06-04,26.8,3.4,0.255,8.38,1.256,0.99,1.183,5.68,0.085,1.08,0.108,3.87,0.31,0.22,0.163,6,3.361,0.0,6.78,22.79
2019-06-05,28.7,5.43,0.407,11.63,1.745,0.97,1.162,3.87,0.058,2.52,0.252,3.46,0.277,0.35,0.26,6,4.161,0.0,6.78,28.21
2019-06-06,27.4,3.72,0.279,10.39,1.558,1.5,1.799,5.08,0.076,1.8,0.18,5.48,0.439,0.21,0.157,6,4.488,0.0,6.78,30.43
2019-06-07,29.3,4.18,0.314,8.82,1.323,0.84,1.008,4.04,0.061,2.23,0.223,5.73,0.459,0.35,0.265,6,3.652,0.0,6.78,24.76
2019-06-08,27.0,4.01,0.3,8.2,1.23,0.53,0.642,4.2,0.063,3.31,0.331,1.84,0.147,0.21,0.155,6,2.869,0.0,6.78,19.45
2019-06-09,29.9,4.15,0.311,9.8,1.469,0.74,0.885,2.2,0.033,4.17,0.417,1.11,0.089,0.38,0.287,6,3.492,0.0,6.78,23.68
2019-06-10,24.9,3.12,0.234,8.69,1.304,0.88,1.056,5.21,0.078,1.78,0.178,5.25,0.42,0.2,0.149,6,3.42,0.0,6.78,23.19
2019-06-11,24.0,5.09,0.382,8.95,1.342,1.18,1.413,4.26,0.064,2.86,0.286,4.16,0.333,0.19,0.139,6,3.959,0.0,6.78,26.84
2019-06-12,27.9,2.08,0.156,11.31,1.696,1.02,1.23,5.1,0.077,1.47,0.147,4.04,0.323,0.18,0.133,6,3.76,0.0,6.78,25.49
2019-06-13,22.3,5.85,0.438,10.67,1.601,1.43,1.72,5.06,0.076,2.22,0.222,5.04,0.403,0.24,0.182,6,4.642,0.0,6.78,31.47
2019-06-14,31.8,9.09,0.682,11.79,1.768,1.94,2.331,4.96,0.074,1.55,0.155,3.84,0.308,0.49,0.367,6,5.685,0.0,6.78,38.54
2019-06-15,26.4,2.04,0.153,10.86,1.63,1.21,1.447,4.49,0.067,4.97,0.497,1.31,0.105,0.25,0.186,6,4.086,0.0,6.78,27.7
2019-06-16,29.7,4.47,0.336,9.77,1.466,0.76,0.913,3.37,0.051,4.5,0.45,1.94,0.155,0.26,0.192,6,3.562,0.0,6.78,24.15
2019-06-17,29.5,6.24,0.468,11.71,1.757,0.56,0.674,2.37,0.036,1.33,0.133,4.79,0.383,0.25,0.184,6,3.634,0.0,6.78,24.64
2019-06-18,26.6,5.87,0.44,9.79,1.468,1.0,1.202,2.99,0.045,1.94,0.194,4.99,0.399,0.34,0.257,6,4.005,0.0,6.78,27.15
2019-06-19,26.3,5.02,0.376,10.31,1.547,1.4,1.685,5.27,0.079,2.51,0.251,3.17,0.253,0.17,0.129,6,4.321,0.0,6.78,29.3
2019-06-20,28.2,5.27,0.396,10.65,1.598,0.91,1.093,3.61,0.054,2.77,0.277,5.69,0.455,0.47,0.355,6,4.228,0.0,6.78,28.67
2019-06-21,27.3,3.26,0.244,10.76,1.615,0.77,0.926,2.76,0.041,1.37,0.137,4.03,0.322,0.27,0.202,6,3.487,0.0,6.78,23.64
2019-06-22,26.0,5.32,0.399,8.48,1.272,1.23,1.482,4.13,0.062,2.86,0.286,1.49,0.119,0.24,0.179,6,3.8,0.0,6.78,25.76
2019-06-23,29.7,7.58,0.568,9.74,1.46,0.66,0.797,2.47,0.037,3.64,0.364,1.9,0.152,0.3,0.227,6,3.606,0.0,6.78,24.45
2019-06-24,24.3,4.93,0.37,10.63,1.595,1.43,1.718,5.28,0.079,2.13,0.213,4.97,0.398,0.38,0.282,6,4.656,0.0,6.78,31.57
2019-06-25,26.4,3.6,0.27,9.31,1.396,0.51,0.613,5.31,0.08,2.6,0.26,3.31,0.265,0.3,0.227,6,3.111,0.0,6.78,21.09
2019-06-26,24.8,3.86,0.289,8.47,1.271,1.48,1.777,2.86,0.043,1.13,0.113,4.78,0.383,0.34,0.255,6,4.131,0.0,6.78,28.01
2019-06-27,23.7,2.13,0.16,10.63,1.595,1.03,1.239,4.41,0.066,1.35,0.135,4.7,0.376,0.24,0.179,6,3.749,0.0,6.78,25.42
2019-06-28,26.2,5.75,0.431,11.27,1.691,1.48,1.78,3.04,0.046,2.94,0.294,4.29,0.343,0.25,0.187,6,4.773,0.0,6.78,32.36
2019-06-29,26.3,2.2,0.165,8.21,1.232,1.19,1.43,3.83,0.057,2.68,0.268,1.61,0.129,0.23,0.171,6,3.453,0.0,6.78,23.41
2019-06-30,29.9,7.47,0.56,9.44,1.416,1.32,1.588,5.28,0.079,3.43,0.343,1.35,0.108,0.31,0.232,6,4.326,0.0,6.78,29.33
2019-07-01,27.8,5.22,0.392,9.31,1.397,0.71,0.851,2.34,0.035,1.93,0.193,4.45,0.356,0.36,0.273,7,3.496,0.0,6.54,22.86
2019-07-02,24.5,2.88,0.216,9.52,1.429,1.31,1.57,5.29,0.079,1.77,0.177,4.38,0.35,0.24,0.18,7,4.001,0.0,6.54,26.17
2019-07-03,27.1,5.73,0.43,8.47,1.271,1.43,1.72,4.74,0.071,2.06,0.206,3.1,0.248,0.28,0.21,7,4.156,0.0,6.54,27.18
2019-07-04,25.8,3.63,0.272,8.64,1.297,1.16,1.388,5.88,0.088,2.12,0.212,5.14,0.412,0.19,0.139,7,3.808,0.0,6.54,24.9
2019-07-05,26.6,3.67,0.275,8.47,1.27,1.11,1.335,5.75,0.086,2.32,0.232,3.23,0.258,0.25,0.189,7,3.646,0.0,6.54,23.84
2019-07-06,23.7,4.2,0.315,9.61,1.442,1.33,1.6,7.26,0.109,3.84,0.384,1.37,0.11,0.23,0.172,7,4.131,0.0,6.54,27.02
2019-07-07,27.4,2.42,0.182,9.42,1.413,0.91,1.096,4.7,0.071,3.97,0.397,1.07,0.086,0.26,0.196,7,3.44,0.0,6.54,22.5
2019-07-08,26.3,2.73,0.205,8.63,1.294,1.33,1.593,2.17,0.033,1.84,0.184,3.5,0.28,0.37,0.279,7,3.867,0.0,6.54,25.29
2019-07-09,28.3,7.34,0.551,8.93,1.339,1.0,1.203,4.93,0.074,2.92,0.292,3.66,0.293,0.47,0.349,7,4.1,0.0,6.54,26.81
2019-07-10,32.4,9.61,0.72,11.67,1.75,1.82,2.181,4.52,0.068,1.81,0.181,5.26,0.421,0.36,0.27,7,5.59,0.0,6.54,36.56
2019-07-11,28.7,8.06,0.605,9.71,1.457,1.23,1.478,5.3,0.079,1.29,0.129,5.5,0.44,0.36,0.272,7,4.46,0.0,6.54,29.17
2019-07-12,25.8,5.38,0.403,9.73,1.459,0.88,1.055,5.66,0.085,1.5,0.15,5.53,0.443,0.28,0.211,7,3.806,0.0,6.54,24.89
2019-07-13,24.3,4.06,0.304,9.23,1.385,1.07,1.288,3.3,0.05,2.12,0.212,1.27,0.102,0.17,0.129,7,3.469,0.0,6.54,22.69
2019-07-14,28.8,9.87,0.74,11.86,1.779,0.9,1.074,4.91,0.074,3.04,0.304,1.67,0.134,0.44,0.331,7,4.436,0.0,6.54,29.01
2019-07-15,27.6,5.79,0.434,9.6,1.44,1.28,1.54,3.06,0.046,2.98,0.298,3.08,0.246,0.31,0.232,7,4.236,0.0,6.54,27.7
2019-07-16,26.6,4.64,0.348,10.75,1.613,0.62,0.744,5.75,0.086,1.36,0.136,4.87,0.389,0.22,0.166,7,3.483,0.0,6.54,22.78
2019-07-17,24.7,3.23,0.242,10.19,1.528,0.92,1.101,2.64,0.04,1.34,0.134,4.25,0.34,0.34,0.258,7,3.643,0.0,6.54,23.83
2019-07-18,29.2,9.39,0.704,8.34,1.25,0.89,1.072,2.4,0.036,1.03,0.103,4.99,0.399,0.38,0.286,7,3.85,0.0,6.54,25.18
2019-07-19,30.1,4.98,0.373,8.94,1.34,1.51,1.814,5.34,0.08,2.95,0.295,3.41,0.273,0.27,0.202,7,4.377,0.0,6.54,28.63
2019-07-20,28.7,9.21,0.691,11.71,1.756,0.92,1.104,2.2,0.033,2.12,0.212,1.57,0.126,0.32,0.238,7,4.159,0.0,6.54,27.2
2019-07-21,26.5,2.11,0.159,10.33,1.55,0.51,0.614,5.15,0.077,2.92,0.292,1.04,0.083,0.31,0.229,7,3.003,0.0,6.54,19.64
2019-07-22,27.9,3.59,0.269,11.9,1.784,1.04,1.253,3.1,0.047,2.42,0.242,3.81,0.305,0.38,0.283,7,4.184,0.0,6.54,27.36
2019-07-23,29.6,6.25,0.469,10.2,1.53,0.55,0.661,3.7,0.056,2.66,0.266,5.42,0.433,0.27,0.2,7,3.615,0.0,6.54,23.64
2019-07-24,23.6,2.9,0.218,11.27,1.69,1.43,1.716,4.38,0.066,1.9,0.19,4.01,0.321,0.37,0.278,7,4.479,0.0,6.54,29.29
2019-07-25,29.2,4.5,0.338,8.84,1.327,1.25,1.503,2.21,0.033,1.99,0.199,4.33,0.346,0.3,0.225,7,3.97,0.0,6.54,25.96
2019-07-26,27.4,3.58,0.268,10.12,1.518,0.66,0.794,4.29,0.064,2.61,0.261,5.28,0.422,0.21,0.154,7,3.482,0.0,6.54,22.77
2019-07-27,28.0,2.6,0.195,9.07,1.361,0.86,1.033,3.63,0.055,4.04,0.404,1.06,0.085,0.18,0.133,7,3.265,0.0,6.54,21.35
2019-07-28,28.1,6.35,0.476,10.79,1.618,0.69,0.832,4.57,0.068,2.78,0.278,1.89,0.151,0.47,0.352,7,3.776,0.0,6.54,24.7
2019-07-29,27.6,3.19,0.239,8.92,1.338,0.91,1.094,2.96,0.044,2.34,0.234,5.48,0.438,0.32,0.244,7,3.632,0.0,6.54,23.75
2019-07-30,28.7,8.95,0.671,9.59,1.438,0.66,0.788,4.95,0.074,1.72,0.172,5.01,0.401,0.28,0.211,7,3.755,0.0,6.54,24.56
2019-07-31,27.9,2.32,0.174,11.97,1.796,0.66,0.787,5.95,0.089,2.95,0.295,5.38,0.431,0.32,0.241,7,3.814,0.0,6.54,24.94
2019-08-01,23.4,4.31,0.323,11.46,1.72,0.79,0.947,5.87,0.088,2.24,0.224,4.23,0.339,0.27,0.201,8,3.842,0.0,6.37,24.47
2019-08-02,26.2,3.32,0.249,10.26,1.539,1.35,1.621,2.81,0.042,2.87,0.287,5.07,0.405,0.36,0.27,8,4.412,0.0,6.37,28.1
2019-08-03,27.0,4.22,0.317,11.12,1.668,0.52,0.619,5.27,0.079,2.12,0.212,1.89,0.151,0.4,0.299,8,3.345,0.0,6.37,21.31
2019-08-04,28.2,5.76,0.432,8.84,1.326,1.27,1.518,3.01,0.045,4.6,0.46,1.1,0.088,0.24,0.178,8,4.048,0.0,6.37,25.79
2019-08-05,27.5,5.92,0.444,10.7,1.604,1.35,1.616,3.3,0.049,2.35,0.235,4.78,0.383,0.31,0.232,8,4.563,0.0,6.37,29.07
2019-08-06,29.5,8.1,0.607,10.3,1.545,0.93,1.115,3.1,0.047,2.54,0.254,3.68,0.294,0.41,0.306,8,4.168,0.0,6.37,26.55
2019-08-07,27.4,2.93,0.22,10.5,1.575,1.25,1.496,2.87,0.043,1.12,0.112,3.39,0.271,0.31,0.232,8,3.95,0.0,6.37,25.16
2019-08-08,28.4,9.1,0.682,8.18,1.227,1.23,1.481,3.37,0.05,1.96,0.196,5.79,0.463,0.3,0.225,8,4.324,0.0,6.37,27.54
2019-08-09,27.5,3.86,0.29,8.05,1.208,0.58,0.698,3.03,0.046,1.06,0.106,4.89,0.392,0.27,0.201,8,2.939,0.0,6.37,18.72
2019-08-10,24.5,4.19,0.314,8.7,1.305,0.8,0.955,4.66,0.07,4.9,0.49,1.05,0.084,0.37,0.281,8,3.499,0.0,6.37,22.29
2019-08-11,26.9,4.31,0.323,10.26,1.538,1.0,1.2,2.28,0.034,2.27,0.227,1.6,0.128,0.25,0.186,8,3.637,0.0,6.37,23.17
2019-08-12,23.8,5.67,0.425,9.63,1.444,0.64,0.772,6.86,0.103,1.59,0.159,4.58,0.366,0.33,0.248,8,3.517,0.0,6.37,22.4
2019-08-13,26.4,5.6,0.42,11.17,1.675,1.18,1.412,4.72,0.071,2.89,0.289,3.89,0.311,0.17,0.128,8,4.306,0.0,6.37,27.43
2019-08-14,26.5,3.09,0.232,8.87,1.331,1.16,1.394,4.53,0.068,2.19,0.219,3.05,0.244,0.34,0.253,8,3.74,0.0,6.37,23.82
2019-08-15,26.4,3.29,0.247,10.66,1.599,1.06,1.268,3.37,0.051,1.27,0.127,3.28,0.263,0.36,0.271,8,3.825,0.0,6.37,24.37
2019-08-16,30.5,9.51,0.713,10.6,1.59,1.55,1.862,3.61,0.054,2.46,0.246,5.34,0.427,0.24,0.177,8,5.069,0.0,6.37,32.29
2019-08-17,22.4,2.0,0.15,10.85,1.627,0.86,1.028,5.02,0.075,2.04,0.204,1.54,0.123,0.37,0.274,8,3.482,0.0,6.37,22.18
2019-08-18,26.2,5.83,0.437,10.26,1.539,1.01,1.217,2.34,0.035,3.65,0.365,1.38,0.11,0.31,0.232,8,3.936,0.0,6.37,25.07
2019-08-19,26.8,3.55,0.267,8.96,1.344,0.59,0.714,3.26,0.049,1.19,0.119,3.53,0.282,0.4,0.298,8,3.073,0.0,6.37,19.58
2019-08-20,27.4,3.78,0.283,10.13,1.519,1.37,1.648,5.98,0.09,2.17,0.217,5.44,0.435,0.25,0.184,8,4.376,0.0,6.37,27.88
2019-08-21,24.7,3.22,0.242,9.61,1.442,1.17,1.407,4.73,0.071,1.63,0.163,3.4,0.272,0.32,0.237,8,3.833,0.0,6.37,24.42
2019-08-22,29.7,4.77,0.358,10.31,1.547,1.19,1.432,4.8,0.072,2.51,0.251,5.62,0.449,0.35,0.262,8,4.372,0.0,6.37,27.85
2019-08-23,26.5,4.92,0.369,10.48,1.572,0.69,0.824,2.1,0.032,1.57,0.157,4.33,0.346,0.31,0.234,8,3.533,0.0,6.37,22.51
2019-08-24,28.5,9.1,0.682,8.78,1.318,0.63,0.751,5.85,0.088,2.32,0.232,1.48,0.118,0.38,0.282,8,3.471,0.0,6.37,22.11
2019-08-25,24.4,4.17,0.312,8.34,1.252,0.56,0.668,2.42,0.036,3.76,0.376,1.54,0.124,0.22,0.168,8,2.936,0.0,6.37,18.7
2019-08-26,26.4,4.55,0.341,11.28,1.692,0.54,0.65,3.99,0.06,2.38,0.238,3.76,0.301,0.24,0.181,8,3.462,0.0,6.37,22.05
2019-08-27,27.6,4.45,0.334,11.59,1.739,1.31,1.572,4.33,0.065,2.46,0.246,4.09,0.328,0.32,0.238,8,4.521,0.0,6.37,28.8
2019-08-28,28.1,6.8,0.51,8.76,1.314,1.2,1.442,4.23,0.063,1.72,0.172,5.73,0.459,0.21,0.155,8,4.114,0.0,6.37,26.21
2019-08-29,24.2,3.26,0.245,8.23,1.234,1.27,1.52,4.81,0.072,1.66,0.166,5.03,0.402,0.26,0.196,8,3.835,0.0,6.37,24.43
2019-08-30,29.1,8.54,0.64,9.82,1.473,0.91,1.095,5.74,0.086,1.5,0.15,3.36,0.269,0.38,0.282,8,3.994,0.0,6.37,25.44
2019-08-31,28.5,9.82,0.736,9.51,1.427,0.56,0.674,3.36,0.05,3.52,0.352,1.16,0.093,0.4,0.298,8,3.631,0.0,6.37,23.13
2019-09-01,30.5,9.99,0.749,9.81,1.471,1.68,2.013,3.6,0.054,2.35,0.235,1.88,0.151,0.32,0.243,9,4.915,0.0,6.61,32.49
